Identificador,Tipo de subasta,Cuenta expediente,Fecha de inicio,Fecha de conclusión,Cantidad reclamada,Lotes,Anuncio BOE,Valor subasta,Tasación,Puja mínima,Tramos entre pujas,Importe del depósito,Descripción,Dirección,Código Postal,Localidad,Provincia,Vivienda habitual,Situación posesoria,Visitable,Inscripción registral,Referencia catastral,Cargas,Dirección Mapa
SUB-AT-2023-23R4786001084,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23778,11448.03,15000.0,0.0,500.0,572.4,"EL 50% (MITAD) DE LA NUDA PROPIEDAD (USUFRUCTUARIOS FALLECIDOS) DE LA FINCA  3417 DE LA LOSA, QUE SEGÚN DESCRIPCIÓN REGISTRAL ES URBANA, CASA SITA EN LA  CALLE DAMAS Nº8 , QUE TIENE UNA SUPERFICIE DE TERRENO DE 132 M2 Y UNA        SUPERFICIE CONSTRUIDA DE 72 M2. SEGÚN CATASTRO, SUPERFICIE GRÁFICA PARCELA   185 M2 Y SUPERFICIE CONSTRUIDA 93 M2. REFERENCIA CATASTRAL                   1933606VL0213S0001WS.",CALLE DAMAS 8,40420,LOSA (LA),SEGOVIA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 3 DE SEGOVIA TOMO: 3428 , FOLIO: 189 , LIBRO: 41. FINCA: 3417   , INSCRIPCIÓN: 1",1933606VL0213S0001WS,"3.551,97 €",CALLE DAMAS 8
SUB-AT-2023-23R4786001091,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23780,33000.0,33000.0,0.0,1000.0,1650.0,"EL 25% DEL PLENO DOMINIO DE LA FINCA 14687 DE VILLAQUILAMBRE, QUE SEGUN      DESCRIPCION REGISTRAL ES URBANA. SOLAR EN C/VENTA S/N AL SITIO DE CONCORRON, VILLASINTA DE TORIO, VILLAQUILAMBRE, QUE TIENE UNA SUPERFICIE DE 2.448 M2,   DE LOS CUALES 1.403 M2 RUSTICO Y 1.045 M2 URBANO, QUE LINDA, NORTE, AURELIO  BAYON Y ANTONIO RODRIGUEZ  SUR, MIGUEL RODRIGUEZ  ESTE, CTRA LEON-COLLANZO   OESTE, ESTEBAN FERNANDEZ LOPEZ. REFERENCIA CATASTRAL 1163002TN9216S0001LF    (DONDE SEGÚN CATASTRO HAY 2 CONSTRUCCIONES, VIVIENDA DE 118 M2 Y DEPORTIVO   22 M2)  24226A026000550000MH (DONDE SEGÚN CATASTRO, HAY 4 ALMACENES, TOTAL   SUP. CONSTR. 114M2)",CALLE LEON-COLLANZO 35,24193,VILLAQUILAMBRE,LEÓN,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE LEON TOMO: 2819 , FOLIO: 89 , LIBRO: 130. FINCA: 14687  , INSCRIPCIÓN: 5",1163002TN9216S0001LF,"0,00 €",CALLE LEON-COLLANZO 35
SUB-AT-2023-23R4786001092,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23781,33000.0,33000.0,0.0,1000.0,1650.0,"EL 25% DEL PLENO DOMINIO DE LA FINCA 14687 DE VILLAQUILAMBRE, QUE SEGUN      DESCRIPCION REGISTRAL ES URBANA. SOLAR EN C/VENTA S/N AL SITIO DE CONCORRON, VILLASINTA DE TORIO, VILLAQUILAMBRE, QUE TIENE UNA SUPERFICIE DE 2.448 M2,DE LOS CUALES 1.403 M2 RUSTICO Y 1.045 M2 URBANO, QUE LINDA, NORTE, AURELIO     BAYON Y ANTONIO RODRIGUEZ  SUR, MIGUEL RODRIGUEZ  ESTE, CTRA                 LEON-COLLANZO OESTE, ESTEBAN FERNANDEZ LOPEZ. REFERENCIA CATASTRAL           1163002TN9216S0001LF (DONDE SEGÚN CATASTRO HAY 2 CONSTRUCCIONES, VIVIENDA DE 118 M2 Y DEPORTIVO 22 M2)  24226A026000550000MH (DONDE SEGÚN CATASTRO, HAY 4 ALMACENES, TOTAL SUP CONSTR. 114M2)",CALLE LEON-COLLANZO 35,24193,VILLAQUILAMBRE,LEÓN,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE LEON TOMO: 2819 , FOLIO: 89 , LIBRO: 130. FINCA: 14687  , INSCRIPCIÓN: 5",1163002TN9216S0001LF,"0,00 €",CALLE LEON-COLLANZO 35
SUB-AT-2023-23R4786001132,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23799,4600.0,4600.0,0.0,200.0,230.0,"2/3 (66,66%) DEL PLENO DOMINIO DE LA FINCA 3219 DE FUENTE EL OLMO DE         FUENTIDUEÑA, QUE SEGÚN DESCRIPCIÓN REGISTRAL ES RUSTICA, TIERRA DE SECANO EN PARAJE POZO MARTIN, INDIVISIBLE, POLÍGONO 3 PARCLEA 43, SUPERFICIE DEL       TERRENO 97,80 ÁREAS QUE LINDA, NORTE, JUAN PASCUAL MARTIN, F 42, SUR, JUSTO  MARTÍN MADRUEÑO, F 44, ESTE, TÉRMINO DE S. MIGUEL DE BERNUY Y JUSTO MARTIN   MADRUEÑO, F 44, Y OESTE, CAMINO DE VALLES A NAVALILLA Y JUAN PASCUAL MARTIN, F 42 . ESTA FINCA SE ENCUENTRA ENCLAVADA EN DOBLE TERMINO MUNICIPAL TENIENDO EN FUENTE EL OLMO DE FUENTIDUEÑA 88 A Y 60 CA Y EN SAN MIGUEL DE BERNUY 9 A  Y 20 CA. REFERENCIA CATASTRAL: 40096A003000430000MW",PASAJE POZO MARTIN 0,40359,FUENTE EL OLMO DE FUENTIDUEÑA,SEGOVIA,No consta,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE CUELLAR TOMO: 1197 , FOLIO: 14 , LIBRO: 26. FINCA: 3219   , INSCRIPCIÓN: 3",40096A003000430000MW,"0,00 €",PASAJE POZO MARTIN 0
SUB-JA-2023-214438,JUDICIAL EN VÍA DE APREMIO,3661 0000 05 0105 20,2023-08-15,2023-09-04,181781.79,0,BOE-B-2023-23665,195747.0,0.0,0.0,3914.94,9787.35,"DESCRIPCIÓN: CASA, sita en el lugar y
          parroquia de San Isidro, concello de Campo Lameiro. La
          superficie de la parcela que ocupa es de CIENTO DIECIOCHO
          METROS CON CINCO DECÍMETROS CUADRADOS.",LUGAR Y PARROQUIA DE SAN ISIDRO,36110,CAMPO LAMEIRO,PONTEVEDRA,No consta,No consta,No consta,No consta,No consta,No consta,LUGAR Y PARROQUIA DE SAN ISIDRO
SUB-AT-2023-23R4786001133,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23801,3500.0,3500.0,0.0,200.0,175.0,"100% DEL PLENO DOMINIO. FINCA 2190 DE SAN MIGUEL DE BERNUY, QUE SEGÚN        DESCRIPCIÓN REGISTRAL ES RUSTICA, TERRENO DE SECANO SITO EN EL PARAJE EL     CAMPILLO, POLÍGONO 7 PARCELA 3, INDIVISIBLE DE SUPERFICIE 53,40 ÁREAS, QUE   LINDA, NORTE Y ESTE, CARRETERA DE FUENTIDUEÑA, SUR, COLECTOR, Y OESTE, FINCA 2 DE VICTORIA GÓMEZ SERRANO. REFERENCIA CATASTRAL: 40214A007000030000XJ",PASAJE EL CAMPILLO 0,40332,SAN MIGUEL DE BERNUY,SEGOVIA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE CUELLAR TOMO: 1772 , FOLIO: 34 , LIBRO: 16. FINCA: 2190   , INSCRIPCIÓN: 2",40214A007000030000XJ,"0,00 €",PASAJE EL CAMPILLO 0
SUB-AT-2023-23R4786001134,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23803,9000.0,9000.0,0.0,500.0,450.0,"2/3 (66,66%) DEL PLENO DOMINIO DE LA FINCA 1977 DE SAN MIGUEL DE BERNUY,     QUE SEGÚN DESCRIPCIÓN REGISTRAL ES RÚSTICA, TERRENO DE SECANO, INDIVISIBLE,  SITA AL PAGO  PILONES,POLÍGONO 1 PARCELA 16, DE SUPERFICIE 1,92 HECTÁREAS,   QUE LINDA, NORTE, CAMINO. SUR, ZONA EXCLUIDA Y FINCAS 18 Y 17 DE FAUSTA      FUENTE GOMEZ Y OTRO. ESTE, FINCA 15 DE BALBINO PASCUAL GONZALEZ. OESTE, ZONA EXCLUIDA. REFERENCIA CATASTRAL: 40214A001000160000XJ.",PASAJE PILONES 0,40332,SAN MIGUEL DE BERNUY,SEGOVIA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE CUELLAR TOMO: 1750 , FOLIO: 45 , LIBRO: 15. FINCA: 1977   , INSCRIPCIÓN: 1",40214A001000160000XJ,"0,00 €",PASAJE PILONES 0
SUB-AT-2023-23R4786001136,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23804,111247.0,111247.0,0.0,2000.0,5562.35,"100% DEL PD. FINCA Nº 5403 DE LA HINIESTA, QUE SEGÚN DESCRIPCIÓN REGISTRAL   ES FINCA EN PARTE URBANA Y PARTE RÚSTICA, PARCELA 14, RESTO DE FINCA MATRIZ  SITA EN C/ ANDAVÍAS, Nº 52D Y PAGO DE FAJITO, PARCELA 225 DEL POLÍGONO 1, DE SUPERFICIE 5.114,65 M2 DE LOS CUALES 2.912,65 M2 SON URBANOS Y 2.202 M2      RÚSTICOS  LINDA: NORTE, PARCELAS 223 Y 224 POL. 1  SUR, CALLE Y PARCELAS 1 A 13  ESTE, PARCELA 226 POL. 1  Y OESTE, CALLES Y VIVIENDAS. REF. CATASTRAL    URBANA 6244401TM6064S001KI, REF. CATASTRAL RÚSTICA: 49108A001002250000KP.    ACTUALMENTE ES SUELO URBANO PERTENECIENTE A LA AAU-1 QUE SE ENCUENTRA SIN    DESARROLLAR. SEGÚN CATASTRO MIDE 4.742 M2, REFERENCIA CATASTRAL              6244401TM6064S0001KI",CALLE ANDAVIAS 52 D,49192,HINIESTA (LA),ZAMORA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE ZAMORA TOMO: 1858 , FOLIO: 164 , LIBRO: 59. FINCA: 5403   , INSCRIPCIÓN: 2",6244401TM6064S0011KI,"0,00 €",CALLE ANDAVIAS 52
SUB-AT-2023-23R4786001148,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23810,8000.0,8000.0,0.0,500.0,400.0,"100% DEL PLENO DOMINIO. FINCA 5028/B DE TORREMOLINOS, QUE SEGÚN DESCRIPCIÓN  REGISTRAL ES URBANA, ELEMENTO NUM. 57, TRASTERO SEÑALADO CON EL NÚM 10, EN   PLANTA SÓTANO DEL EDIFICIO DEL PASEO MARÍTIMO DEL BAJONDILLO, CON ENTRADA    POR EL PASAJE PELIGRO, QUE OCUPA UNA SUPERFICIE CONSTRUIDA, INCLUIDA LA      PARTE PROPORCIONAL DE ELEMENTOS COMUNES DE 7,37 M2 Y LINDA: FRENTE, POR      DONDE TIENE SU ACCESO, ZONA COMÚN  DERECHA ENTRANDO, TRASTERO NÚM 11         IZQUIERDA, TRASTERO NÚM. 9  Y FONDO, SUBSUELO PASAJE PEATONAL. SEGÚN         CATASTRO, PARCELA CATASTRAL 6342629UF6564S,LOCALIZACIÓN PJ PELIGRO 6",PASAJE PELIGRO 6,29620,TORREMOLINOS,MÁLAGA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 10 DE MALAGA TOMO: 1869 , FOLIO: 169 , LIBRO: 41. FINCA: 5028B  , INSCRIPCIÓN: 1",No consta,"0,00 €",PASAJE PELIGRO 6
SUB-AT-2023-23R4786001152,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23812,9898.0,9898.0,0.0,500.0,494.9,"100% DEL PLENO DOMINIO. FINCA 34714 DEL RP 4 DE BURGOS, QUE SEGÚN            DESCRIPCIÓN REGISTRAL ES URBANA, PLAZA DE GARAJE Nº5 SITA EN LA CALLE        LOVAINA 4 PLANTA SÓTANO, QUE TIENE UNA SUPERFICIE CONSTRUIDA DE 19,59 M2 , Y UNA SUPERFICIE UTIL DE 11,34 M2 Y LINDA FRENTE, PASILLO DE CIRCULACIÓN, POR  EL FONDO, CON SUBSUELO DE LA CALLE LOVAINA  POR LA DERECHA, CON PLAZA DE     GARAJE 6 Y POR LA IZQUIERDA, CON PLAZA DE GARAJE 4. REFERENCIA CATASTRAL     9882401VM3898S0005TU.",CALLE LOVAINA 4 -1 5,9001,BURGOS,BURGOS,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 4 DE BURGOS TOMO: 3962 , FOLIO: 17 , LIBRO: 494. FINCA: 34714  , INSCRIPCIÓN: 1",9882401VM3898S0005TU,"0,00 €",CALLE LOVAINA 4
SUB-AT-2023-23R4786001166,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23814,9784.28,12000.0,0.0,500.0,489.21,"12,50% DE LA NUDA PROPIEDAD DE LA FINCA 8950 DE PONFERRADA, QUE SEGÚN        DESCRIPCIÓN REGISTRAL ES URBANA, VIVIENDA EN LA PLANTA 3ª LETRA B, DEL       EDIFICIO SITO EN LA AVDA GENERAL VIVES, PORTAL 2, Nº31, DE SUPERFICIE ÚTIL   92,10 M2, QUE LINDA: FRENTE, VIVIENDA LETRA A Y LA AVDA GENERAL VIVES        DERECHA CON PROPIEDAD DE BEATRIZ SARMIENTO Y ROSENDO LOPEZ                   IZQUIERDA,VIVIENDA LETRA B, HUECO DE ASCENSOR, RELLANO Y CAJA DE ESCALERAS   FONDO,: CUBIERTA DEL EDIFICIO EN LA FACHADA DE LA AVDA DE LOS ANDES. TIENE   COMO ANEJO EL TRASTERO Nº5 EN LA PLANTA BAJO CUBIERTA, DE SUPERFICIE 9,30    M2. EDAD DE REFERENCIA PARA VALORACIÓN, 79 AÑOS. REF. CATASTRAL:             8036412PH9183N0090ID.",CALLE GENERAL VIVES 31 2 03 B,24401,PONFERRADA,LEÓN,No consta,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 1 DE PONFERRADA TOMO: 1924 , FOLIO: 172 , LIBRO: 122. FINCA: 8950   , INSCRIPCIÓN: 6",8036412PH9183N0090ID,"2.215,72 €",CALLE GENERAL VIVES 31
SUB-AT-2023-23R4786001170,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23818,14000.0,14000.0,0.0,500.0,700.0,"100% DEL PLENO DOMINIO. FINCA 52771 DEL RP 6 DE VALLADOLID, QUE SEGÚN        DESCRIPCIÓN REGISTRAL ES URBANA, PLAZA DE GARAJE NUMERO 13, SITA EN CALLE    ARRIBES DEL DUERO, 14, PLANTA SOTANO, CON UNA SUPERFICIE CONSTRUIDA DE 29,95 M2, QUE LINDA FRENTE ZONA DE ACCESO Y MANIOBRA, DERECHA ENTRANDO SUBSUELO DE LA CALLE PEATONAL VP-1, IZQUIERDA PLAZA DE GARAJE NÚMERO 14 Y FONDO SUBSUELO DE ZONA QUE LA SEPARA DE LA CALLE VR-4. SEGÚN CATASTRO, SUPERFICIE           CONSTRUIDA 34 M2 (APARCAMIENTO, 30 M2, ELEMENTOS COMUNES, 4 M2). REFERENCIA  CATASTRAL 7397504UM5079G0014QF",CALLE ARRIBES DEL DUERO 14 ST,47012,VALLADOLID,VALLADOLID,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 6 DE VALLADOLID TOMO: 2493 , FOLIO: 28 , LIBRO: 787. FINCA: 52771  , INSCRIPCIÓN: 1",7397504UM5079G0014QF,"0,00 €",CALLE ARRIBES DEL DUERO 14
SUB-AT-2023-23R4786001176,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23821,6000.0,6000.0,0.0,200.0,300.0,"1/6 DEL PLENO DOMINIO Y 1/12 DE LA NUDA PROPIEDAD DE LA FINCA 4810 DE BEJAR, QUE SEGÚN DESCRIPCIÓN REGISTRAL ES URBANA, VIVIENDA SITUADA EN CALLE JERTE   NUMERO 7, PLANTA 2, PUERTA D, QUE TIENE UNA SUPERFICIE CONSTRUIDA DE 67,42   M2 Y UTIL DE 51,99 M2. EL AÑO DE REFERENCIA PARA EL CÁLCULO DEL VALOR DEL    USUFRUCTO ES 1930. REFERENCIA CATASTRAL 6246307TK6764N0014LG.",CALLE JERTE 7 2 D,37700,BEJAR,SALAMANCA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE BEJAR TOMO: 1224 , FOLIO: 66 , LIBRO: 177. FINCA: 4810   , INSCRIPCIÓN: 5",6246307TK6764N0014LG,"0,00 €",CALLE JERTE 7
SUB-JA-2023-213131,JUDICIAL EN VÍA DE APREMIO,0403 0000 06 0072 19,2023-08-15,2023-09-04,238541.8,0,BOE-B-2023-23676,204100.0,204100.0,0.0,0.0,10205.0,"URBANA. ENTIDAD NÚMERO DOS. VIVIENDA UNIFAMILIAR ADOSADA, integrada en la Fase B señalada con el número seis en el edificio 1, del complejo sito en el término de Roda de Bará, Urbanización Bará, S.A., manzana delimitada por las calles Bélgica, Vallespir y dels Escipions. Se accede mediante pasillo comunitario que arranca perpendicularmente de la calle Escipions. Compuesta de planta baja y planta piso, comunicadas vertical e interiormente y distribuidas en varias dependencias y servicios, con una superficie total construida de OCHENTA Y UN METROS, SESENTA Y CUATRO DECÍMETROS CUADRADOS. ANEJO: Tiene como anejo el uso exclusivo y excluyente del patio debidamente vallado y delimitado ubicado en todo su frente. Su cuota particular es de veinticinco enteros por ciento y general de un entero por ciento.",CALLE VALLESPIR Nº9 ESC. B PUERTA 6º,43883,RODA DE BARÀ,TARRAGONA,No,"No consta (Escritura de préstamo hipotecario otorgada ante el Notario de Barcelona Dª. María Paloma Zaldo Pérez, en fecha 15/09/2009, protocolo nº 1243.)",No,"Finca registral 9.173 del Registro de la Propiedad nº 2 del Vendrell. Inscrita en el Tomo 1778, Libro 288, Folio 139, inscripción 3ª.",2196602CF7529N0021YA,No consta,CALLE VALLESPIR Nº9
SUB-JA-2023-212867,JUDICIAL EN VÍA DE APREMIO,0773 0000 05 0142 20,2023-08-15,2023-09-04,238023.65,0,BOE-B-2023-23695,223600.0,223600.0,0.0,4472.0,11180.0,"Avinguda Bases de Manresa, 49,2,2. Linda desde Av. Bases de Manresa, al frente, con Av. de situación, a la derecha entrando, con claflán de dicha Av. y C/Jaume Artés; a la izquierda,con hueco de escalera y con José Colldefons y al fondo con Torrente Aguilera. Superficie 88 metros cuadrados. Coeficiente 21 enteros y 78 centésimas por ciento.","AVENIDA BASES DE MANRESA, 49, 2, 2.",8242,MANRESA,BARCELONA,No,"No consta (ESCRITURA DE PRESTAMO HIPOTECARIO DE FECHA 08 JULIO 2005, NUMERO DE PROTOCOLO 272 ANTE ILTRE. NOTARIO DE MANRESA DON FRANCISCO DE BORJA MORGADES DE OLIVAR)",No consta,"Inscrita en el Registro de la Propiedad número 1 de Manresa, al tomo 2567, libro 1196 de Manresa, folio 18, finca 53.970",2514016DG0221A0001ZK,No consta,"AVENIDA BASES DE MANRESA, 49"
SUB-AT-2023-23R4786001177,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23822,5500.0,5500.0,0.0,200.0,275.0,"1/6 DEL PLENO DOMINIO Y 1/12 DE LA NUDA PROPIEDAD DE LA FINCA Nº 7530 DE     BÉJAR, QUE SEGÚN DESCRIPCIÓN REGISTRAL ES URBANA, LOCAL COMERCIAL EN TERMINO DE BEJAR, CALLE JERTE NÚMERO 10, PLANTA -1, QUE TIENE UNA SUPERFICIE ÚTIL DE 53,35 M2. SEGUN CATASTRO LOCALIZACIÓN CL JERTE 1 ES:1 PL:00 PT:B Y           SUPERFICIE CONSTRUIDA 57 M2. EL AÑO DE REFERENCIA PARA EL CÁLCULO DEL VALOR  DEL USUFRUCTO ES 1930. REFERENCIA CATASTRAL 6246304TK6764N0006PP.",CALLE JERTE 1 1 00 B,37700,BEJAR,SALAMANCA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE BEJAR TOMO: 1227 , FOLIO: 136 , LIBRO: 179. FINCA: 7530   , INSCRIPCIÓN: 2",6246304TK6764N0006PP,"0,00 €",CALLE JERTE 1
SUB-AT-2023-23R0886001134,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23802,38263.6,38263.6,0.0,1000.0,1913.18,"URBANA.- NÚMERO TRES.- LOCAL COMERCIAL DE LA PLANTA BAJA, SITO AL FRENTE     IZQUIERDA DEL EDIFICIO EN TÉRMINO DE CALAFELL, CALLE VILAMAR, NÚMERO NOVENTA Y CINCO, TOMANDO COMO FRENTE LA CALLE DE SU SITUACIÓN. CONSTA DE UNA SOLA    DEPENDENCIA Y UN ASEO Y TIENE UNA SUPERFICIE DE CINCUENTA Y CINCO METROS     CUADRADOS. LINDANDO: FRENTE, PARTE CON PUERTA DE ACCESO Y PARTE CON CALLE DE SU SITUACIÓN  DERECHA, CON VESTÍBULO ESCALERA  FONDO, PARTE CON VESTÍBULO    ESCALERA Y PARTE CON APARCAMIENTOS DE LA MISMA PLANTA  E IZQUIERDA, CON      RAMPA DE ACCESO A LA ZONA DE APARCAMIENTO DE ESTA MISMA PLANTA. SU CUOTA ES  DE 0,518 ENTEROS POR CIENTO.",CALLE VILAMAR 95 1 00 01,43820,CALAFELL,TARRAGONA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE CALAFELL TOMO: 202 , FOLIO: 52 , LIBRO: 202. FINCA: 15367  , INSCRIPCIÓN: 2",No consta,"0,00 €",CALLE VILAMAR 95
SUB-AT-2023-23R0886001178,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23823,64263.66,64263.66,0.0,2000.0,3213.18,"PLENO DOMINIO DE LA TIENDA NÚMERO DIECISÉIS, DEL INMUEBLE SEÑALADO CON LOS   NÚMEROS VEINTE A VEINTITRÉS, DE LA PLAZA DE LA PORXADA DE GRANOLLERS. TIENE  UNA SUPERFICIE DE CINCUENTA Y SEIS METROS, QUINCE DECÍMETROS, DIEZ           CENTÍMETROS CUADRADOS, DIVIDIDOS EN PLANTA BAJA (VEINTICINCO METROS,         VEINTICINCO DECÍMETROS, SESENTA CENTÍMETROS) Y PLANTA SÓTANO (TREINTA        METROS, OCHENTA Y NUEVE DECÍMETROS, CINCUENTA CENTÍMETROS). COEFICIENTE:     GENERAL DE DOS ENTEROS TRESCIENTAS CUARENTA Y CUATRO MILÉSIMAS POR CIENTO    PARTICULAR DE TRES ENTEROS NOVECIENTAS CINCUENTA Y TRES MILÉSIMAS POR        CIENTO.",PLAZA PORXADA 23 1 00 16,8401,GRANOLLERS,BARCELONA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO NÚM. 1 DE GRANOLLERS TOMO: 1936 , FOLIO: 21 , LIBRO: 380. FINCA: 29414  , INSCRIPCIÓN: 7",0867027DG4006E0016GB,"0,00 €",PLAZA PORXADA 23
SUB-JA-2023-215771,JUDICIAL EN VÍA DE APREMIO,0831 0000 05 0721 19,2023-08-11,2023-08-31,306589.36,0,BOE-B-2023-23441,295547.61,0.0,0.0,5900.0,14777.38,"Tiene una superficie construida, incluida la parte
          proporcional en los elementos comunes, de unos setenta y ocho metros noventa
          decímetros cuadrados. Se compone de vestíbulo, cocina, comedor estar, solana,
          tres dormitorios, baño y galería lavadero.","CALLE CAMPS BLANCS, 94 4º 1ª",8830,SANT BOI DE LLOBREGAT,BARCELONA,Sí,No consta,No consta,Finca registral 31181 inscrita en el Registro de la Propiedad de Sant Boi de Llobregat al Tomo 910 Libro 370 Folio 101. CRU 08102000323072,9166215DF1796E0007SA.,No consta,"CALLE CAMPS BLANCS, 94"
SUB-JA-2023-212722,JUDICIAL EN VÍA DE APREMIO,0523 0000 06 0738 20,2023-08-11,2023-08-31,197624.7,0,BOE-B-2023-23425,223367.93,0.0,0.0,4467.36,11168.4,"tiene una superficie construida de noventa y dos metros cincuenta y siete decimetros cuadrados, sito en c. Pirineos nº 3-5, ático 1ª Badalona","PIRINEOS Nº 3-5, ÁTICO 1ª",8915,BADALONA,BARCELONA,Sí,No consta,No consta,"INSCRITA EN EL R.PROPIEDAD Nº 3 BADALONA, FINCA 19.168 BADALONA, INSCRIPCIÓN 6ª Y LAS NOVACIONES INSCRIPCIONES 12ª Y 14ª.",7304604DF3970C0023EL,No consta,PIRINEOS Nº 3
SUB-JA-2023-212213,JUDICIAL EN VÍA DE APREMIO,0616 0000 06 0008 22,2023-08-11,2023-08-31,74733.95,0,BOE-B-2023-23428,193600.0,0.0,0.0,0.0,9680.0,"URBANA: Apartamento número dieciséis . Vivienda sita en la planta tercera, puerta cuarta de la casa señalada con el número dos de la calle Alfonso V el Magnánimo de esta ciudad. Tiene una superficie de cuarenta y seis metros sesenta y ocho decímetros cuadrados, distribuidos en una sola planta que se compone de ingreso, cocina-comedor, tres dormitorios, aseo y terraza con lavadero. Linda: al Sudoeste con vivienda número
          tres mil treinta y nueve; al Noroeste con la calle Maestro Alfonso; al Sureste con la caja escalera; al Nordeste con la calle Chipre; por encima con vivienda superior tres mil cuarenta y cuatro y por debajo con la vivienda inferior número tres mil treinta y seis. Su coeficiente en relación a la total finca es de cuatro enteros dieciseis centésimas por ciento y en relación a la escalera de cuatro enteros dieciséis por ciento.","CALLE ALFONSO V EL MAGNÁNIMO, 2, 3º-4ª",8019,BARCELONA,BARCELONA,Sí,No consta,No consta,"Registro de la Propiedad nº 20 de Barcelona. FINCA 5.284, folio 163, tomo 336, libro 180, sección 1ª.",4751501DF3845B0016AT,No consta,"CALLE ALFONSO V EL MAGNÁNIMO, 2"
SUB-JA-2023-216330,JUDICIAL EN VÍA DE APREMIO,2915 0000 06 0852 20,2023-08-11,2023-08-31,104841.81,0,BOE-B-2023-23434,220000.0,220000.0,0.0,4400.0,11000.0,"APARTAMENTO DEL EDIFICIO SIN NUMERO DE ORDEN, AUN CUANDO EN LA NOMENCLATURA PARTICULAR ESTE SEÑALADO COMO EDIFICIO NÚMERO II, SITUADO EN EL TERMINO MUNICIPAL DE ESTEPONA, EN EL SITIO CONOCIDO CON EL NOMBRE DE CAÑADA HONA O TRES BANDERAS. HOY CALLE JOSE LUIS DIEZ, 10.","CALLE TRES BANDERAS NÚMERO 10, PLANTA 5ª, PUERTA A1",29680,ESTEPONA,MÁLAGA,No,No consta,No consta,No consta,No consta,No consta,CALLE TRES BANDERAS NÚMERO 10
SUB-JA-2023-214370,JUDICIAL EN VÍA DE APREMIO,0724 0000 06 0147 21,2023-08-11,2023-08-31,183819.68,0,BOE-B-2023-23433,195130.0,0.0,20000.0,9756.5,9756.5,vivienda calle maladeta 19  atico 1ª Esplugues llobregat,CALLE MALADETA 19,8950,ESPLUGUES DE LLOBREGAT,BARCELONA,Sí,"Ocupantes con derecho de permanencia (Pública autoritzada por el notario D. Agustín Ferran Fuentes, número protocolo  2453, fecha 03/08/2005 en BArcelona)",No,"FINCA 20987, FOLIO 185, LIBRO 304, TOMO 2174",4705106DF2840F0007JU,En esta subasta se entenderá que todo licitador acepta como bastante la titulación existente o que no existan títulos,CALLE MALADETA 19
